account_id,customer_id,account_type,balance
102402,1212,Current,883540
102403,1213,Salary,418933
102404,1214,Salary,648626
102405,1215,Current,227751
102406,1215,Salary,956007
102407,1216,Salary,54615
102408,1216,Current,236516
102409,1216,Savings,578746
102410,1217,Current,935969
102411,1218,Savings,53215
102412,1218,Salary,311669
102413,1218,Salary,267285
102414,1219,Salary,370266
102415,1219,Salary,134492
102416,1220,Current,288719
102417,1220,Savings,305093
102418,1220,Salary,149917
102419,1221,Savings,453932
102420,1221,Savings,598257
102421,1222,Current,732738
102422,1223,Current,995658
102423,1224,Current,586239
102424,1225,Current,270404
102425,1226,Current,29986
102426,1226,Salary,172739
102427,1227,Savings,561895
102428,1228,Current,385839
102429,1228,Savings,517265
102430,1228,Savings,684276
102431,1229,Current,371804
102432,1230,Savings,483814
102433,1230,Savings,654969
102434,1230,Current,446711
102435,1231,Current,135677
102436,1231,Salary,140275
102437,1232,Salary,263102
102438,1232,Salary,511099
102439,1232,Salary,668789
102440,1233,Salary,214648
102441,1233,Salary,92698
102442,1234,Salary,222059
102443,1234,Current,57410
102444,1234,Current,176880
102445,1235,Current,667726
102446,1235,Current,162441
102447,1236,Current,415472
102448,1236,Savings,90153
102449,1237,Savings,741733
102450,1237,Current,49153
102451,1237,Savings,902350
102452,1238,Savings,206448
102453,1238,Current,865842
102454,1238,Current,701208
102455,1239,Savings,534164
102456,1240,Savings,199463
102457,1240,Salary,60821
102458,1240,Current,698102
102459,1241,Savings,557468
102460,1242,Current,911953
102461,1243,Savings,58478
102462,1244,Salary,545081
102463,1245,Savings,713720
102464,1246,Salary,19305
102465,1246,Savings,241003
102466,1246,Savings,395981
102467,1247,Current,793791
102468,1247,Current,65294
102469,1247,Salary,386818
102470,1248,Current,68079
102471,1248,Savings,608921
102472,1249,Current,256535
102473,1249,Savings,963324
102474,1249,Salary,669980
102475,1250,Current,709979
102476,1250,Savings,629141
102477,1251,Savings,441903
102478,1252,Salary,96341
102479,1252,Current,317127
102480,1252,Current,235222
102481,1253,Savings,385936
102482,1253,Salary,281751
102483,1254,Salary,775676
102484,1254,Current,366290
102485,1255,Salary,13851
102486,1256,Salary,799191
102487,1256,Savings,5541
102488,1256,Salary,222149
102489,1257,Savings,729691
102490,1257,Salary,682148
102491,1257,Savings,928296
102492,1258,Savings,212528
102493,1258,Salary,402579
102494,1259,Savings,665404
102495,1259,Salary,806850
102496,1259,Salary,155825
102497,1260,Salary,100823
102498,1260,Current,926599
102499,1260,Salary,889724
102500,1261,Current,114148
102501,1262,Current,490562
102502,1263,Current,921507
102503,1264,Savings,157546
102504,1264,Current,654814
102505,1264,Current,225146
102506,1265,Savings,622092
102507,1265,Savings,857411
102508,1266,Savings,158339
102509,1267,Salary,432119
102510,1267,Savings,943211
102511,1267,Savings,260403
102512,1268,Savings,593896
102513,1269,Current,281278
102514,1270,Current,137630
102515,1270,Salary,831450
102516,1270,Current,749928
102517,1271,Current,606591
102518,1272,Current,825540
102519,1273,Savings,678017
102520,1273,Current,865018
102521,1273,Current,352474
102522,1274,Salary,211912
102523,1274,Current,796262
102524,1275,Current,718281
102525,1275,Savings,875450
102526,1276,Savings,897544
102527,1276,Current,270609
102528,1277,Savings,929424
102529,1277,Savings,679985
102530,1278,Savings,989363
102531,1279,Salary,352406
102532,1280,Savings,104578
102533,1281,Salary,784011
102534,1281,Salary,706289
102535,1281,Current,230698
102536,1282,Salary,680214
102537,1283,Salary,518355
102538,1283,Savings,313981
102539,1284,Current,549872
102540,1284,Savings,624100
102541,1284,Salary,38103
102542,1285,Current,52961
102543,1286,Salary,721978
102544,1286,Salary,530606
102545,1286,Salary,548192
102546,1287,Salary,795590
102547,1287,Current,619372
102548,1287,Savings,255522
102549,1288,Salary,325643
102550,1288,Current,496311
102551,1289,Savings,203791
102552,1289,Current,329535
102553,1290,Current,139891
102554,1291,Savings,68350
102555,1292,Salary,625056
102556,1293,Savings,163844
102557,1293,Current,8017
102558,1294,Salary,327461
102559,1295,Current,908751
102560,1295,Salary,24651
102561,1296,Savings,190937
102562,1297,Savings,314319
102563,1297,Savings,25367
102564,1297,Salary,19841
102565,1298,Salary,15607
102566,1298,Current,958690
102567,1298,Current,131262
102568,1299,Current,872221
102569,1299,Salary,188514
102570,1299,Current,40388
102571,1300,Salary,541138
102572,1300,Salary,249820
102573,1301,Salary,422443
102574,1301,Savings,21782
102575,1302,Current,889267
102576,1302,Salary,617544
102577,1302,Current,190770
102578,1303,Salary,760931
102579,1304,Salary,98956
102580,1305,Savings,126715
102581,1305,Salary,244931
102582,1305,Current,410319
102583,1306,Current,764351
102584,1307,Salary,881416
102585,1308,Savings,368120
102586,1308,Current,306743
102587,1309,Current,387417
102588,1310,Salary,360733
102589,1310,Savings,39071
102590,1311,Savings,973173
102591,1311,Current,556782
102592,1312,Current,912474
102593,1312,Savings,999132
102594,1312,Savings,336117
102595,1313,Current,747477
102596,1313,Salary,999702
102597,1314,Salary,577262
102598,1314,Savings,355982
102599,1314,Current,329448
102600,1315,Salary,844477
102601,1315,Salary,652961
102602,1316,Savings,675610
102603,1316,Savings,218138
102604,1316,Current,984902
102605,1317,Savings,38519
102606,1317,Salary,171806
102607,1317,Savings,894871
102608,1318,Salary,684493
102609,1319,Savings,851381
102610,1319,Savings,300363
102611,1320,Current,629666
102612,1320,Savings,956340
102613,1320,Salary,269035
102614,1321,Current,516540
102615,1321,Salary,394298
102616,1321,Salary,701019
102617,1322,Current,471971
102618,1322,Salary,233276
102619,1322,Salary,169156
102620,1323,Savings,749138
102621,1323,Current,148983
102622,1323,Salary,599741
102623,1324,Salary,58260
102624,1324,Salary,382037
102625,1324,Salary,803654
102626,1325,Savings,695681
102627,1326,Savings,119630
102628,1326,Current,662287
102629,1327,Salary,203883
102630,1327,Savings,446460
102631,1328,Salary,479467
102632,1328,Current,797482
102633,1329,Savings,673505
102634,1330,Savings,438104
102635,1330,Savings,891033
102636,1330,Savings,920972
102637,1331,Salary,508583
102638,1331,Current,65448
102639,1331,Salary,634230
102640,1332,Current,880417
102641,1332,Current,657455
102642,1332,Current,744954
102643,1333,Savings,189467
102644,1333,Salary,211986
102645,1334,Savings,91485
102646,1334,Salary,241019
102647,1335,Savings,645394
102648,1335,Savings,875462
102649,1336,Savings,301327
102650,1337,Savings,45811
102651,1338,Salary,800689
102652,1338,Salary,562751
102653,1338,Current,745507
102654,1339,Salary,166876
102655,1340,Savings,556718
102656,1341,Current,658512
102657,1342,Salary,203954
102658,1342,Current,587945
102659,1343,Salary,948040
102660,1343,Savings,535393
102661,1344,Current,246106
102662,1344,Savings,459250
102663,1344,Current,96675
102664,1345,Current,320738
102665,1345,Savings,472171
102666,1346,Current,841611
102667,1347,Salary,932587
102668,1347,Salary,407815
102669,1348,Salary,977340
102670,1348,Salary,829899
102671,1349,Current,989924
102672,1349,Savings,969464
102673,1350,Savings,17553
102674,1350,Salary,354708
102675,1350,Salary,803970
102676,1351,Salary,801645
102677,1352,Savings,539173
102678,1352,Current,730241
102679,1353,Savings,434540
102680,1353,Salary,346029
102681,1353,Current,481824
102682,1354,Savings,964010
102683,1355,Salary,668776
102684,1355,Salary,929223
102685,1356,Salary,309970
102686,1356,Salary,161433
102687,1357,Current,990820
102688,1357,Salary,314329
102689,1357,Salary,910396
102690,1358,Current,743704
102691,1358,Salary,589230
102692,1359,Current,331016
102693,1359,Current,378230
102694,1359,Salary,21645
102695,1360,Salary,363538
102696,1360,Salary,876158
102697,1361,Current,951269
102698,1361,Salary,605656
102699,1362,Current,814161
102700,1362,Salary,32844
102701,1363,Savings,740369
102702,1364,Current,204634
102703,1365,Savings,667143
102704,1365,Salary,26524
102705,1366,Savings,595498
102706,1367,Salary,442831
102707,1367,Salary,728810
102708,1367,Salary,967960
102709,1368,Current,761717
102710,1368,Current,691258
102711,1368,Salary,147102
102712,1369,Current,840507
102713,1370,Current,726679
102714,1370,Current,943357
102715,1370,Current,732911
102716,1371,Current,656581
102717,1372,Salary,94162
102718,1373,Savings,218620
102719,1373,Salary,127796
102720,1373,Salary,108365
102721,1374,Current,100208
102722,1375,Salary,194444
102723,1375,Salary,619421
102724,1375,Current,490087
102725,1376,Current,250317
102726,1376,Salary,540331
102727,1376,Salary,386916
102728,1377,Current,907672
102729,1377,Current,32378
102730,1378,Current,825429
102731,1379,Current,148651
102732,1379,Salary,177966
102733,1380,Savings,666091
102734,1380,Savings,976332
102735,1380,Salary,290042
102736,1381,Current,944128
102737,1381,Savings,365412
102738,1382,Salary,241674
102739,1382,Savings,188103
102740,1382,Current,146577
102741,1383,Salary,247926
102742,1383,Salary,154880
102743,1384,Savings,932446
102744,1384,Salary,454593
102745,1384,Savings,681669
102746,1385,Salary,727924
102747,1385,Salary,820199
102748,1386,Savings,737194
102749,1386,Current,338542
102750,1387,Salary,283554
102751,1387,Salary,793262
102752,1388,Current,784408
102753,1389,Savings,411987
102754,1390,Current,923070
102755,1390,Salary,27060
102756,1391,Salary,778307
102757,1392,Savings,867840
102758,1392,Salary,55451
102759,1393,Salary,517690
102760,1394,Salary,695250
102761,1394,Savings,948619
102762,1395,Savings,755938
102763,1395,Savings,891346
102764,1395,Savings,233762
102765,1396,Savings,301794
102766,1396,Salary,281006
102767,1396,Savings,615456
102768,1397,Current,435963
102769,1397,Salary,535837
102770,1397,Salary,305356
102771,1398,Salary,829710
102772,1399,Current,694028
102773,1399,Savings,423972
102774,1400,Savings,700495
102775,1400,Salary,327360
102776,1400,Salary,596346
102777,1401,Savings,801952
102778,1401,Current,100883
102779,1401,Savings,613312
102780,1402,Current,876772
102781,1402,Current,52830
102782,1403,Salary,132024
102783,1403,Savings,231071
102784,1404,Current,763024
102785,1404,Salary,546663
102786,1405,Current,192798
102787,1406,Salary,807195
102788,1406,Current,148119
102789,1407,Salary,355671
102790,1408,Savings,38081
102791,1408,Salary,601453
102792,1409,Salary,5683
102793,1409,Salary,718531
102794,1410,Salary,582916
102795,1410,Salary,537715
102796,1411,Current,713146
102797,1412,Savings,697939
102798,1412,Savings,567418
102799,1413,Current,324053
102800,1414,Current,159551
102801,1414,Salary,294028
102802,1414,Salary,293819
102803,1415,Savings,571985
102804,1416,Salary,178047
102805,1416,Current,770293
102806,1417,Savings,733424
102807,1418,Salary,668885
102808,1419,Savings,833577
102809,1419,Savings,163883
102810,1420,Savings,368172
102811,1421,Salary,419639
102812,1421,Current,388374
102813,1421,Salary,301215
102814,1422,Savings,307703
102815,1422,Current,975569
102816,1423,Current,31115
102817,1423,Salary,899776
102818,1424,Salary,659526
102819,1424,Salary,586140
102820,1425,Savings,709959
102821,1425,Current,503142
102822,1425,Current,734270
102823,1426,Salary,123231
102824,1426,Savings,414132
102825,1427,Salary,342204
102826,1427,Current,229735
102827,1428,Current,329470
102828,1429,Salary,455706
102829,1429,Current,735238
102830,1430,Salary,910543
102831,1430,Current,870333
102832,1431,Salary,440411
102833,1431,Savings,485091
102834,1431,Savings,617051
102835,1432,Savings,151471
102836,1432,Salary,639714
102837,1433,Current,756815
102838,1433,Current,243538
102839,1433,Savings,910453
102840,1434,Salary,181183
102841,1434,Savings,511215
102842,1435,Current,79860
102843,1435,Current,69548
102844,1436,Salary,227338
102845,1436,Savings,726139
102846,1437,Salary,209249
102847,1437,Savings,199408
102848,1438,Salary,831335
102849,1439,Salary,446707
102850,1439,Current,9332
102851,1440,Savings,160328
102852,1441,Salary,608547
102853,1442,Current,664620
102854,1443,Salary,38225
102855,1443,Savings,492046
102856,1443,Salary,194668
102857,1444,Salary,732856
102858,1445,Current,694314
102859,1445,Savings,55704
102860,1446,Current,546785
102861,1447,Savings,198725
102862,1447,Salary,716143
102863,1447,Savings,57631
102864,1448,Salary,7007
102865,1448,Current,722086
102866,1449,Current,486460
102867,1449,Savings,399558
102868,1450,Current,664723
102869,1450,Savings,315351
102870,1450,Savings,950235
102871,1451,Current,985338
102872,1452,Current,879232
102873,1452,Salary,246870
102874,1452,Salary,901551
102875,1453,Salary,48347
102876,1454,Salary,164851
102877,1454,Savings,495565
102878,1454,Current,177626
102879,1455,Current,923098
102880,1455,Current,44224
102881,1455,Salary,58893
102882,1456,Salary,134329
102883,1456,Savings,514711
102884,1456,Salary,576052
102885,1457,Savings,645075
102886,1457,Current,425190
102887,1457,Savings,62756
102888,1458,Savings,694675
102889,1459,Savings,547495
102890,1460,Savings,667482
102891,1460,Current,720893
102892,1460,Salary,626818
102893,1461,Salary,663001
102894,1462,Salary,627803
102895,1463,Current,933492
102896,1463,Savings,548567
102897,1463,Savings,578524
102898,1464,Salary,301192
102899,1464,Current,655480
102900,1464,Savings,866578
102901,1465,Savings,124189
102902,1466,Current,715159
102903,1467,Current,895453
102904,1467,Salary,379269
102905,1467,Savings,960446
102906,1468,Salary,286139
102907,1469,Savings,68757
102908,1469,Salary,582297
102909,1469,Salary,351779
102910,1470,Savings,296391
102911,1470,Current,139479
102912,1470,Savings,993783
102913,1471,Current,777887
102914,1471,Salary,425851
102915,1471,Salary,263848
102916,1472,Savings,548115
102917,1472,Savings,704127
102918,1472,Current,463740
102919,1473,Current,221082
102920,1474,Savings,20723
102921,1475,Salary,849569
102922,1475,Current,729659
102923,1475,Current,424863
102924,1476,Savings,299409
102925,1476,Salary,196574
102926,1477,Savings,481909
102927,1477,Current,41721
102928,1478,Salary,439262
102929,1478,Salary,573802
102930,1478,Savings,487127
102931,1479,Savings,877033
102932,1480,Current,394165
102933,1481,Savings,85035
102934,1481,Current,758216
102935,1482,Current,177145
102936,1482,Current,158430
102937,1483,Savings,226214
102938,1483,Current,995828
102939,1483,Savings,274788
102940,1484,Current,217421
102941,1485,Current,698885
102942,1485,Current,394064
102943,1485,Salary,370972
102944,1486,Salary,729624
102945,1486,Current,479827
102946,1487,Current,255782
102947,1488,Salary,520888
102948,1488,Current,588442
102949,1489,Savings,664129
102950,1489,Salary,648415
102951,1490,Savings,891107
102952,1490,Savings,66746
102953,1490,Salary,418115
102954,1491,Salary,749423
102955,1491,Current,660422
102956,1492,Current,708944
102957,1493,Current,185735
102958,1493,Current,878385
102959,1493,Savings,464870
102960,1494,Salary,633633
102961,1495,Salary,981368
102962,1495,Salary,620614
102963,1496,Salary,12601
102964,1496,Salary,685458
102965,1497,Savings,653036
102966,1498,Current,885528
102967,1499,Salary,906307
102968,1499,Current,435451
102969,1499,Salary,768215
102970,1500,Current,301106
102971,1500,Current,15748
102972,1501,Current,476984
102973,1502,Current,273765
102974,1502,Current,753855
102975,1503,Savings,659968
102976,1503,Current,40421
102977,1504,Salary,601630
102978,1504,Current,946975
102979,1504,Salary,457062
102980,1505,Current,788332
102981,1505,Salary,196407
102982,1505,Salary,680390
102983,1506,Salary,372449
102984,1506,Salary,649730
102985,1506,Current,137267
102986,1507,Current,933515
102987,1507,Savings,470364
102988,1508,Salary,332412
102989,1508,Current,711181
102990,1509,Current,994433
102991,1509,Salary,371631
102992,1509,Salary,392352
102993,1510,Savings,29794
102994,1510,Salary,935802
102995,1511,Savings,931233
102996,1512,Current,999820
102997,1513,Savings,674056
102998,1514,Savings,57902
102999,1514,Salary,298130
103000,1515,Salary,757662
103001,1515,Current,308278
103002,1516,Current,326116
103003,1516,Current,690486
103004,1516,Savings,202468
103005,1517,Current,720827
103006,1517,Savings,604936
103007,1518,Current,138398
103008,1519,Savings,861444
103009,1519,Savings,147008
103010,1520,Savings,333269
103011,1520,Salary,133238
103012,1521,Salary,481699
103013,1521,Savings,941940
103014,1521,Savings,721953
103015,1522,Savings,104674
103016,1522,Current,57491
103017,1522,Current,693788
103018,1523,Savings,177794
103019,1523,Current,404425
103020,1524,Savings,675590
103021,1524,Current,860515
103022,1524,Savings,89883
103023,1525,Savings,386303
103024,1526,Salary,525231
103025,1526,Salary,481115
103026,1526,Salary,44451
103027,1527,Current,683289
103028,1527,Salary,681527
103029,1528,Current,663756
103030,1529,Current,539196
103031,1529,Salary,442509
103032,1530,Current,579608
103033,1530,Current,320353
103034,1531,Salary,235956
103035,1531,Current,536841
103036,1531,Salary,735522
103037,1532,Salary,751391
103038,1532,Salary,270003
103039,1532,Savings,481681
103040,1533,Savings,642097
103041,1534,Salary,508514
103042,1534,Current,567984
103043,1535,Current,537930
103044,1535,Salary,112043
103045,1536,Savings,243624
103046,1536,Current,712704
103047,1537,Current,346413
103048,1537,Salary,678147
103049,1537,Savings,870088
103050,1538,Current,83619
103051,1538,Savings,558090
103052,1538,Current,388340
103053,1539,Current,447667
103054,1540,Salary,974707
103055,1540,Savings,132822
103056,1541,Salary,747125
103057,1541,Salary,742492
103058,1542,Savings,111234
103059,1542,Salary,800196
103060,1542,Savings,702432
103061,1543,Current,913540
103062,1543,Salary,635324
103063,1544,Savings,198002
103064,1544,Salary,368851
103065,1545,Current,857818
103066,1546,Current,328201
103067,1546,Savings,534793
103068,1546,Current,140974
103069,1547,Salary,828120
103070,1548,Salary,220326
103071,1548,Salary,300532
103072,1548,Current,263837
103073,1549,Savings,175107
103074,1549,Salary,570230
103075,1549,Salary,627113
103076,1550,Current,578087
103077,1550,Current,160425
103078,1551,Current,566386
103079,1552,Savings,258751
103080,1552,Current,697339
103081,1553,Savings,647059
103082,1554,Salary,79163
103083,1554,Savings,371722
103084,1555,Salary,773395
103085,1555,Savings,356271
103086,1556,Savings,517226
103087,1557,Savings,412804
103088,1557,Savings,159904
103089,1558,Savings,925781
103090,1559,Savings,10296
103091,1559,Salary,297398
103092,1559,Salary,737946
103093,1560,Savings,182473
103094,1560,Salary,797338
103095,1560,Current,93236
103096,1561,Current,627878
103097,1562,Current,564982
103098,1563,Current,476533
103099,1564,Current,498008
103100,1565,Current,248547
103101,1565,Salary,729503
103102,1566,Salary,274674
103103,1566,Savings,337426
103104,1566,Salary,558030
103105,1567,Savings,572605
103106,1567,Savings,861311
103107,1567,Savings,597705
103108,1568,Current,643518
103109,1568,Current,916053
103110,1569,Current,895737
103111,1569,Savings,329353
103112,1570,Savings,151076
103113,1571,Savings,693427
103114,1572,Current,953325
103115,1572,Savings,99304
103116,1572,Salary,507797
103117,1573,Salary,827938
103118,1573,Current,472535
103119,1574,Salary,128452
103120,1575,Salary,517533
103121,1575,Current,931230
103122,1576,Savings,254616
103123,1576,Salary,807234
103124,1576,Savings,733590
103125,1577,Salary,441115
103126,1577,Salary,335028
103127,1578,Salary,298284
103128,1578,Current,529583
103129,1579,Current,782042
103130,1580,Current,48663
103131,1580,Savings,840880
103132,1581,Salary,403600
103133,1582,Savings,405035
103134,1582,Savings,569277
103135,1583,Current,663266
103136,1583,Salary,937641
103137,1584,Salary,470714
103138,1584,Current,733398
103139,1585,Savings,504290
103140,1586,Salary,550074
103141,1587,Current,319296
103142,1587,Savings,942900
103143,1588,Current,158276
103144,1589,Savings,148641
103145,1590,Current,597944
103146,1591,Current,472091
103147,1591,Current,721233
103148,1591,Current,692186
103149,1592,Current,26139
103150,1592,Current,149390
103151,1592,Salary,404392
103152,1593,Savings,609166
103153,1593,Savings,493380
103154,1594,Salary,782866
103155,1594,Savings,846089
103156,1595,Salary,927643
103157,1596,Current,962409
103158,1596,Salary,564974
103159,1597,Savings,70049
103160,1598,Salary,984589
103161,1599,Savings,784046
103162,1599,Salary,455388
103163,1600,Current,88577
103164,1601,Savings,563964
103165,1601,Salary,659277
103166,1602,Savings,982196
103167,1603,Current,874619
103168,1603,Salary,301246
103169,1604,Salary,370768
103170,1604,Salary,7742
103171,1605,Current,235108
103172,1606,Current,356942
103173,1606,Current,343289
103174,1607,Salary,803422
103175,1607,Savings,323359
103176,1608,Savings,780149
103177,1608,Current,59408
103178,1608,Current,975602
103179,1609,Savings,957261
103180,1610,Salary,333239
103181,1610,Current,908213
103182,1610,Salary,99519
103183,1611,Salary,917172
103184,1611,Salary,364826
103185,1612,Savings,389216
103186,1612,Salary,348670
103187,1612,Savings,190004
103188,1613,Current,10741
103189,1614,Savings,741399
103190,1614,Savings,67439
103191,1614,Salary,498960
103192,1615,Current,373574
103193,1616,Savings,694888
103194,1616,Savings,249139
103195,1617,Savings,954875
103196,1617,Salary,473044
103197,1617,Current,495693
103198,1618,Current,83622
103199,1618,Salary,964674
103200,1619,Current,637616
103201,1620,Current,816858
103202,1621,Savings,118428
103203,1621,Current,650098
103204,1622,Current,744213
103205,1622,Salary,622973
103206,1623,Savings,155561
103207,1623,Salary,69821
103208,1624,Current,199502
103209,1624,Current,587723
103210,1624,Salary,355785
103211,1625,Savings,815475
103212,1625,Current,970701
103213,1626,Current,397351
103214,1626,Savings,191884
103215,1627,Salary,48259
103216,1627,Salary,625386
103217,1627,Savings,826040
103218,1628,Savings,613339
103219,1629,Salary,986894
103220,1629,Current,532609
103221,1629,Savings,27353
103222,1630,Current,142541
103223,1631,Current,744293
103224,1631,Savings,597764
103225,1631,Savings,891315
103226,1632,Current,611437
103227,1633,Salary,85138
103228,1633,Savings,984945
103229,1633,Current,984756
103230,1634,Salary,842781
103231,1634,Savings,756947
103232,1635,Salary,841835
103233,1636,Current,633605
103234,1636,Salary,446424
103235,1637,Salary,103202
103236,1637,Savings,8719
103237,1637,Current,747147
103238,1638,Salary,680211
103239,1638,Current,503334
103240,1639,Savings,196569
103241,1640,Current,766312
103242,1640,Current,170433
103243,1640,Savings,330855
103244,1641,Current,178341
103245,1642,Savings,198471
103246,1643,Savings,557254
103247,1643,Savings,69574
103248,1643,Savings,188962
103249,1644,Salary,777965
103250,1644,Salary,565128
103251,1645,Savings,379541
103252,1645,Savings,880740
103253,1645,Current,416543
103254,1646,Savings,337804
103255,1647,Savings,81224
103256,1647,Savings,256512
103257,1648,Salary,436006
103258,1648,Current,169754
103259,1649,Salary,523624
103260,1649,Salary,575446
103261,1649,Salary,430684
103262,1650,Savings,439431
103263,1650,Salary,220700
103264,1650,Current,815073
103265,1651,Savings,733274
103266,1652,Savings,131353
103267,1653,Salary,148992
103268,1654,Current,939824
103269,1655,Current,552822
103270,1655,Current,974798
103271,1656,Savings,578724
103272,1657,Current,916432
103273,1657,Savings,735646
103274,1657,Salary,453216
103275,1658,Current,459098
103276,1658,Savings,770465
103277,1659,Salary,732535
103278,1659,Current,300802
103279,1660,Current,658611
103280,1660,Savings,164526
103281,1660,Current,625732
103282,1661,Savings,67170
103283,1661,Salary,953570
103284,1662,Savings,933078
103285,1662,Current,687407
103286,1663,Salary,570514
103287,1663,Current,390627
103288,1664,Salary,981993
103289,1664,Current,491788
103290,1664,Current,324597
103291,1665,Current,9778
103292,1665,Savings,621192
103293,1666,Salary,322615
103294,1667,Salary,252436
103295,1667,Savings,696883
103296,1667,Savings,578822
103297,1668,Salary,576655
103298,1669,Savings,845228
103299,1670,Savings,765768
103300,1670,Current,891128
103301,1671,Savings,744334
103302,1671,Salary,160665
103303,1672,Salary,275293
103304,1672,Savings,272285
103305,1672,Salary,818232
103306,1673,Current,393638
103307,1674,Salary,744196
103308,1674,Current,221942
103309,1675,Salary,580389
103310,1676,Savings,811062
103311,1677,Savings,745902
103312,1677,Current,67116
103313,1677,Savings,313214
103314,1678,Salary,684280
103315,1678,Savings,191554
103316,1678,Savings,112284
103317,1679,Savings,369663
103318,1679,Current,273190
103319,1679,Current,234240
103320,1680,Current,482557
103321,1680,Savings,542303
103322,1681,Salary,530340
103323,1681,Savings,862314
103324,1682,Current,892946
103325,1682,Salary,227482
103326,1682,Savings,737325
103327,1683,Salary,115075
103328,1683,Current,688484
103329,1684,Savings,819361
103330,1684,Current,21830
103331,1684,Current,503567
103332,1685,Salary,19684
103333,1686,Salary,667582
103334,1687,Salary,380496
103335,1688,Current,712631
103336,1688,Salary,795325
103337,1689,Savings,911812
103338,1689,Savings,870822
103339,1690,Current,952521
103340,1690,Salary,509391
103341,1691,Savings,604538
103342,1691,Salary,922059
103343,1691,Current,905227
103344,1692,Current,739972
103345,1692,Salary,205343
103346,1692,Savings,262681
103347,1693,Current,405672
103348,1694,Salary,636393
103349,1694,Savings,819285
103350,1695,Current,862325
103351,1695,Salary,600028
103352,1695,Current,315564
103353,1696,Salary,619643
103354,1696,Savings,38206
103355,1696,Savings,890973
103356,1697,Current,641745
103357,1697,Salary,448692
103358,1698,Current,302864
103359,1698,Salary,749319
103360,1699,Savings,890002
103361,1699,Savings,72224
103362,1700,Salary,262449
103363,1700,Salary,550496
103364,1701,Current,69596
103365,1701,Current,568617
103366,1702,Salary,592803
103367,1702,Savings,102491
103368,1703,Salary,369817
103369,1704,Current,214363
103370,1704,Savings,563597
103371,1705,Salary,191583
103372,1705,Savings,903211
103373,1705,Current,778737
103374,1706,Savings,455454
103375,1706,Savings,505477
103376,1707,Savings,132541
103377,1707,Savings,557662
103378,1708,Current,98176
103379,1709,Salary,280973
103380,1710,Savings,942069
103381,1711,Current,769403
103382,1711,Savings,77713
103383,1711,Salary,21067
103384,1712,Salary,16780
103385,1712,Savings,735615
103386,1713,Savings,675782
103387,1713,Salary,825684
103388,1714,Savings,659663
103389,1714,Salary,368396
103390,1714,Salary,902445
103391,1715,Savings,217005
103392,1715,Current,970407
103393,1715,Salary,579336
103394,1716,Salary,694171
103395,1716,Savings,312210
103396,1716,Savings,11121
103397,1717,Salary,202370
103398,1718,Savings,186216
103399,1719,Salary,552486
103400,1719,Savings,191987
103401,1720,Savings,191403
103402,1721,Savings,925551
103403,1721,Current,587981
103404,1722,Salary,248970
103405,1722,Savings,177052
103406,1722,Savings,113532
103407,1723,Current,715188
103408,1723,Savings,819032
103409,1723,Savings,386256
103410,1724,Current,982033
103411,1724,Salary,46149
103412,1724,Current,316993
103413,1725,Current,402964
103414,1725,Current,312897
103415,1726,Savings,392248
103416,1726,Savings,427053
103417,1727,Savings,723071
103418,1728,Current,712083
103419,1728,Salary,174188
103420,1729,Current,442591
103421,1730,Salary,863647
103422,1731,Current,230271
103423,1731,Salary,44718
103424,1732,Savings,388671
103425,1733,Salary,418047
103426,1734,Savings,478792
103427,1735,Salary,134663
103428,1735,Salary,34519
103429,1735,Salary,636194
103430,1736,Savings,911402
103431,1737,Current,380782
103432,1738,Salary,869933
103433,1738,Savings,975125
103434,1738,Savings,19518
103435,1739,Savings,112161
103436,1739,Salary,7005
103437,1739,Salary,625956
103438,1740,Current,535428
103439,1740,Savings,840974
103440,1741,Savings,127139
103441,1741,Current,954430
103442,1741,Savings,638701
103443,1742,Current,648059
103444,1742,Current,689219
103445,1742,Salary,972916
103446,1743,Current,487682
103447,1744,Savings,700461
103448,1744,Savings,657074
103449,1744,Current,589540
103450,1745,Salary,773242
103451,1745,Salary,658385
103452,1745,Current,712499
103453,1746,Current,340208
103454,1747,Savings,238818
103455,1747,Savings,401505
103456,1747,Savings,599825
103457,1748,Savings,919922
103458,1749,Salary,370585
103459,1749,Savings,983432
103460,1749,Savings,998676
103461,1750,Savings,59726
103462,1750,Savings,579513
103463,1750,Savings,124996
103464,1751,Salary,570042
103465,1752,Salary,877640
103466,1753,Savings,62409
103467,1753,Current,778662
103468,1754,Current,807625
103469,1755,Salary,275911
103470,1756,Current,473634
103471,1756,Salary,851943
103472,1756,Salary,159079
103473,1757,Savings,531798
103474,1757,Savings,39415
103475,1757,Current,150656
103476,1758,Salary,912124
103477,1758,Salary,631539
103478,1759,Salary,462975
103479,1759,Savings,638282
103480,1760,Savings,486418
103481,1761,Current,35744
103482,1762,Current,922647
103483,1762,Savings,867333
103484,1763,Savings,999420
103485,1763,Current,455302
103486,1763,Salary,314406
103487,1764,Savings,947672
103488,1764,Salary,375941
103489,1764,Savings,150363
103490,1765,Salary,926288
103491,1765,Salary,642464
103492,1765,Salary,864042
103493,1766,Current,39740
103494,1766,Current,99254
103495,1766,Current,377767
103496,1767,Savings,305623
103497,1768,Current,145121
103498,1769,Current,867170
103499,1770,Savings,974101
103500,1771,Salary,793429
103501,1771,Current,925547
103502,1771,Current,588854
103503,1772,Salary,761527
103504,1772,Savings,53256
